;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
market_structure_infamy;Market Structure Infamy;x
market_structure_infamy_desc; ;x
business_regulations_infamy;Business Regulations Infamy;x
business_regulations_infamy_desc; ;x
market_regulations_infamy;Market Regulations Infamy;x
market_regulations_infamy_desc; ;x
economic_responsibility_infamy;Economic Responbility Infamy;x
economic_responsibility_infamy_desc; ;x
government_interventionism_infamy;Government Interventionism Infamy;x 
government_interventionism_infamy_desc; ;x
capital_of_indian_trade;Capital of Indian Trade;x
4_militancy_debuff;Minor Turmoil;x
4_militancy_debuff_desc; ;x
5_militancy_debuff;Moderate Turmoil;x
5_militancy_debuff_desc; ;x
8_militancy_debuff;Major Turmoil;x
8_militancy_debuff_desc; ;x
