vainglorious;No bonus;;;;;;;;;;;;;
vicious;§G+2 Attack;;;;;;;;;;;;;
wrathful;§G+2 Attack;;;;;;;;;;;;;
wretched;§R-1 Attack;;;;;;;;;;;;;
yellow;§R-4 Attack;;;;;;;;;;;;;
no_background;§R-2 Attack §R-2 Defense;;;;;;;;;;;;;
ambitious_careerist;No bonus;;;;;;;;;;;;;
architect;No bonus;;;;;;;;;;;;;
armchair_general;No bonus;;;;;;;;;;;;;
artillerist;§G+1 Defense;;;;;;;;;;;;;
amateur;§R-1 Defense;;;;;;;;;;;;;
aristocrat;No bonus;;;;;;;;;;;;;
adventurer;§G+2 Attack;;;;;;;;;;;;;
butcher;No bonus;;;;;;;;;;;;;
bureaucrat_speed;No bonus;;;;;;;;;;;;;
brownnoser;§G+1 Attack;;;;;;;;;;;;;
brilliant_strategist;No bonus;;;;;;;;;;;;;
bootlicker;§G+1 Defense;;;;;;;;;;;;;
cavalry_school;§G+2 Attack;;;;;;;;;;;;;
colonial_1;§R-2 Defense;;;;;;;;;;;;;
cartographer;No bonus;;;;;;;;;;;;;
cursed_luck;§G+2 Attack §R-2 Defense;;;;;;;;;;;;;
corrupt;No bonus;;;;;;;;;;;;;
clueless;§R-1 Attack;;;;;;;;;;;;;
debutante;No bonus;;;;;;;;;;;;;
disgraced;No bonus;;;;;;;;;;;;;
drillmaster;No bonus;;;;;;;;;;;;;
diplomat;No bonus;;;;;;;;;;;;;
engineer_1;No bonus;;;;;;;;;;;;;
exranker;No bonus;;;;;;;;;;;;;
expert_raider;§G+2 Attack;;;;;;;;;;;;;
eccentric_genius;§G+2 Attack;;;;;;;;;;;;;
elderly;No bonus;;;;;;;;;;;;;
gifted_administrator;No bonus;;;;;;;;;;;;;
generals_aide;§G+1 Defense;;;;;;;;;;;;;
hated;§G+1 Attack §G+1 Defense;;;;;;;;;;;;;
innovative_tactician;§G+1 Attack;;;;;;;;;;;;;
immoral;No bonus;;;;;;;;;;;;;
incompetent;§R-2 Attack §R-2 Defense;;;;;;;;;;;;;
megalomaniac;§R-2 Attack;;;;;;;;;;;;;
natural_born_leader;§G+1 Attack;;;;;;;;;;;;;
nationalist;§G+1 Attack;;;;;;;;;;;;;
old_school;§G+1 Attack §R-2 Defense;;;;;;;;;;;;;
poet;§R-1 Attack;;;;;;;;;;;;;
priest;No bonus;;;;;;;;;;;;;
professor;§R-1 Attack §R-1 Defense;;;;;;;;;;;;;
powerful_friends;No bonus;;;;;;;;;;;;;
pawn;§R-1 Attack;;;;;;;;;;;;;
politician;No bonus;;;;;;;;;;;;;
rising_star;No bonus;;;;;;;;;;;;;
spoiled;§G+1 Attack;;;;;;;;;;;;;
school_of_defense;§G+3 Defense;;;;;;;;;;;;;
school_of_offense;§G+1 Attack;;;;;;;;;;;;;
school_of_the_bayonet;§G+1 Attack §G+1 Defense;;;;;;;;;;;;;
school_of_firepower;§G+1 Attack;;;;;;;;;;;;;
sad_sack;§R-2 Attack;;;;;;;;;;;;;
sucker;§R-1 Attack;;;;;;;;;;;;;
sycophant;No bonus;;;;;;;;;;;;;
toady;§G+1 Attack;;;;;;;;;;;;;
turncoat;No bonus;;;;;;;;;;;;;
uncommonly_young;§G+1 Attack §G+1 Defense;;;;;;;;;;;;;
unfit;§R-2 Attack;;;;;;;;;;;;;
unqualified;§R-1 Attack §R-1 Defense;;;;;;;;;;;;;
warmonger;No bonus;;;;;;;;;;;;;
war_college;§G+1 Attack;;;;;;;;;;;;;
spartan;§G+2 Attack §G+2 Defense;;;;;;;;;;;;;
highlander;§G+2 Attack;;;;;;;;;;;;;
yesman;No Bonus;;;;;;;;;;;;;
womanizer;No Bonus;;;;;;;;;;;;;
roman_syracuse_flag;Crush the Syracusean Despotate;x;;;;;;;;;;;;
cisalpine_gaul_flag;Restore Order in Cisalpine Gaul;x;;;;;;;;;;;;
generic_conservative;Generic Conservative;;;;;;;;;;;;;x
generic_reactionary;Generic Reactionary;;;;;;;;;;;;;x
generic_liberal;Generic Liberal;;;;;;;;;;;;;x
generic_socialist;Generic Socialist;;;;;;;;;;;;;x
generic_communist;Generic Communist;;;;;;;;;;;;;x
generic_fascist;Generic Fascist;;;;;;;;;;;;;x
tax_policy;Taxation Policy;x
very_low_taxes;Very low Taxes;x
low_taxes;Low Taxes;x
medium_taxes;Medium Taxes;x
high_taxes;High Taxes;x
very_high_taxes;Very High Taxes;x
regular_clothes_factory_2;Basic Cotton Clothes Factory;x
regular_clothes_factory_2_desc;During the industrial revolution, fabric production was mechanized with machines powered by waterwheels and steam-engines. Production shifted from small cottage based production to mass production based on assembly line organization, with the sewing machine revolutionized clothes productions. The original machine was made of wood and uses a barbed needle which passes downward through the cloth to grab the thread and pull it up to form a loop to be locked by the next loop;x
regular_clothes_factory_3;Basic Wool Clothes Factory;x
regular_clothes_factory_3_desc;During the industrial revolution, fabric production was mechanized with machines powered by waterwheels and steam-engines. Production shifted from small cottage based production to mass production based on assembly line organization, with the sewing machine revolutionized clothes productions. The original machine was made of wood and uses a barbed needle which passes downward through the cloth to grab the thread and pull it up to form a loop to be locked by the next loop;x
canned_fish_factory;Canned Fish Factory;x
canned_fish_factory_desc; ;x
canned_meat_factory;Canned Meat Factory;x
canned_meat_factory_desc; ;x
ARMY_TECHNOLOGY_LEVELS; ;;;;;;;;;;;x
NAVY_TECHNOLOGY_LEVELS; ;;;;;;;;;;;x
no_health_care_desc;The government doesn't care about healthcare and no funding for it exists. The few health institutions that exist are inherited from medieval times and are equipped accordingly. The medical career is an informal profession, mainly linked to the church. Hospitals use rudimentary lighting, facilities are overcrowded and infectious diseases round the halls and corners of the buildings. Prayers are commonly recommended to treat ailments.;;;;;;;;;;;;;
trinket_health_care;Trinket Healthcare;;;;;;;;;;;;;
trinket_health_care_desc;Doctors and nurses have a rudimentary understanding of wounds and diseases, partially relying on old beliefs when treating patients, but they do have formal training. Hospitals have rules to reduce overcrowding (beds are spaced a meter apart), provisions for ventilation, and the sewers leading from the hospital are flushed several times a day while the latrines/drains are disinfected with peat charcoal. There is meager collection of patient data but there aren't any proper sanitation standards for hospitals nor government agencies to check them. Healthcare facilities are hard to find.\n§YTo get the effect from this reform, your administration spending needs to be at least 25%.§W;;;;;;;;;;;;;
low_health_care;Low Healthcare;;;;;;;;;;;;;
low_health_care_desc;Doctors and nurses are starting to understand wounds and diseases better during their studies and apply the principles of the so-called "germ theory" when treating patients. A Sanitary Commission was founded and its agents can be seen patrolling the hospitals, albeit infrequently, to guarantee a rudimentary sanitation standard. Healthcare facilities are starting to become common.\n§YTo get the effect from this reform, your administration spending needs to be at least 50%.§W;;;;;;;;;;;;;
acceptable_health_care;Acceptable Healthcare;;;;;;;;;;;;;
acceptable_health_care_desc;Medicine is a fully-fledged profession, with doctors and nurses graduating with complete understanding of the human body and a vast knowledge of diseases and how to treat them. Sterilization of the facilities and equipment is common, with Chamberland Filters used to filter water and the Chamberland Autoclave used for heating solutions above their boiling point to destroy dangerous microorganisms. Government agencies exist to enforce sanitation controls and ensure there's no overcrowding. Finding a clinic in an urban center is a relatively easy job and hospitals abandoned oil lamps in favor of gaslights that increase the efficiency of staff.\n§YTo get the effect from this reform, your administration spending needs to be at least 75%.§W;;;;;;;;;;;;;
good_health_care;Good Healthcare;;;;;;;;;;;;;
good_health_care_desc;The discovery of several vaccines revolutionized medicine, with vaccination being mandatory or strongly encouraged by the government. Doctors now use pharmaceuticals to treat patients and full sterilization of all medical equipment and facilities, quarantine procedures for infectious diseases and proper disposal of medical waste are mandatory practices enforced by the sanitation standards of the government agencies. Finding clinics or hospitals in smaller population centers is common, overcrowding is rare and some smaller health centers are starting to appear even in rural areas. Hospitals are equipped with modern electric lights and informational posters for staff.\n§YTo get the effect from this reform, your administration spending needs to be at least 100%.§W;;;;;;;;;;;;;
school_reforms;School System;;;;;;;;;;;;;
no_schools_l;No School System;;;;;;;;;;;;;
no_schools;No School System;;;;;;;;;;;;;
no_schools_desc;There's no organized school system or budget for education. The scarce literacy gain that is achieved comes from religious schools or it is based on informal community teaching, though these places get some funding, indirectly, from the government. Higher education institutions are either non existent or completely religious and medieval.;;;;;;;;;;;;;
decent_schools;Decent School System;x
decent_schools_1;Decent School System;x
decent_schools_desc; ;x
low_schools;Basic School System;;;;;;;;;;;;;
low_schools_l;Basic School System;;;;;;;;;;;;;
low_schools_desc;A rudimentary school system exists in the capital and a few important cities but enrollment is completely optional. Schools limits themselves to teaching pupils how to read and write. There's no government agency to inspect schools and they have no common standards for teaching, with the few courses that exist being overcrowded. Private schools are commonly in the same conditions. Teachers don't have professional formation and are often just literate men, while pupils often leave school without being properly schooled.;;;;;;;;;;;;;
acceptable_schools;Acceptable School System;;;;;;;;;;;;;
acceptable_schools_l;Acceptable School System;;;;;;;;;;;;;
acceptable_schools_desc;Schools can be found in every major and most of the medium cities. A government agency exists to ensure quality standards in education and to inspect that proper facilities are used for it. Enrollment is encouraged and sometimes it's outright mandatory, but it's not properly enforced and pupils often don't go to school for a variety of reasons. Children are also taught math and a few other subjects. Education institutions for teenagers are starting to appear, and secular, higher education institutions for adults are common. Teachers are formally trained, but oftentimes poorly.;;;;;;;;;;;;;
good_schools;Good School System;;;;;;;;;;;;;
good_schools_l;Good School System;;;;;;;;;;;;;
good_schools_desc;Schools can be found in almost every city. Government agencies take education with the utmost seriousness, and enrollment is mandatory and tightly controlled. Children and teenagers are taught a variety of subjects besides reading and writing and teachers are taught pedagogy during their formation. Literacy campaigns for adults and the elderly are a part of the government's effort to eradicate illiteracy. Higher education institutions are considered good, with opportunities for the poor classes to enroll.;;;;;;;;;;;;;
mandatory_schools;Compulsory School System;x
mandatory_schools_1;Compulsolry School System;x
mandatory_schools_desc; ;x
